Abbreviation,Blank,Category,Cluster Group,Country,Created Month,Created Year,Date Created,Title,Title of Channel,Type,Youtuber,Average Channel Age,Created Date,Gross tertiary education enrollment (%),Highest Monthly Earnings,Highest Yearly Earnings,Latitude,Longitude,Lowest Monthly Earnings,Lowest Yearly Earnings,Measure Correlation Formula ,Measure Formula,Population,Rank,Subscribers,Subscribers For Last 30 Days,Total Countries Represented,Unemployment rate,Uploads,Urban population,Video Views,Video Views For The Last 30 Days
PK,,Others,Cluster 2,Pakistan,Aug,2021,11-08-2021,Wolfoo Channel,Wolfoo Channel,Others,Wolfoo Channel,3.772602740,11,9,2,28,30.375321,69.345116,0.15,2,28,13000000,216565318,908,13000000,8,1,4.45,22,79927762,301547793,590
MX,,Entertainment,Cluster 2,Mexico,Mar,2017,18-03-2017,Susy Mouriz,Susy Mouriz,Entertainment,Susy Mouriz,8.175342466,18,40.2,1500000,17700000,23.634501,-102.552784,92100,1100000,17700000,13000000,126014024,909,13000000,600000,1,3.42,1299,102626859,6270909026,368437000
BR,,Music,Cluster 1,Brazil,Jun,2012,04-06-2012,7 Minutoz,7 Minutoz,Music,7 Minutoz,12.964383562,4,51.3,118100,1400000,-14.235004,-51.92528,7400,88600,1400000,13000000,212559417,910,13000000,200000,1,12.08,521,183241641,4349562794,29526000
US,,Comedy,Cluster 1,United States,Aug,2012,24-08-2012,The LaBrant Fam,The LaBrant Fam,Comedy,The LaBrant Fam,12.742465753,24,88.2,0,0,37.09024,-95.712891,0,0,0,13000000,328239523,911,13000000,200000,1,14.7,612,270663028,4637474071,42412000
BR,,People & Blogs,Cluster 1,Brazil,Jan,2013,19-01-2013,Pastor Antï¿½ï¿½ï¿½ï¿½ï,Pastor Antï¿½ï¿½ï¿½ï¿½ï,People & Blogs,Pastor Antï¿½ï¿½ï¿½ï¿½ï,12.336986301,19,51.3,127200,1500000,-14.235004,-51.92528,7900,95400,1500000,12900000,212559417,912,12900000,100000,1,12.08,4712,183241641,2112274210,31796000
BR,,Entertainment,Cluster 1,Brazil,Jan,2015,27-01-2015,Matheus Yurley,Matheus Yurley,Entertainment,Matheus Yurley,10.315068493,27,51.3,591,7100,-14.235004,-51.92528,37,443,7100,12900000,212559417,913,12900000,200000,1,12.08,69,183241641,140022442,147626
ES,,Sports,Cluster 1,Spain,Nov,2010,01-11-2010,gymvirtual,gymvirtual,Sports,gymvirtual,14.556164384,1,88.9,48000,575700,40.463667,-3.74922,3000,36000,575700,12900000,47076781,914,12900000,100000,1,13.96,1572,37927409,2509752944,11993000
KR,,Entertainment,Cluster 4,South Korea,Aug,2016,08-08-2016,BIBOï¿½ï¿½ï¿½ï¿½ï,BIBOï¿½ï¿½ï¿½ï¿½ï,Entertainment,BIBOï¿½ï¿½ï¿½ï¿½ï,8.783561644,8,94.3,16000,192100,35.907757,127.766922,1000,12000,192100,12900000,51709098,915,12900000,200000,1,4.15,193,42106719,3178222797,4001000
US,,Entertainment,Cluster 1,United States,Jan,2014,02-01-2014,Top Viral Talent,Top Viral Talent,Entertainment,Top Viral Talent,11.383561644,2,88.2,117500,1400000,37.09024,-95.712891,7300,88100,1400000,12900000,328239523,916,12900000,100000,1,14.7,1598,270663028,3643698504,29379000
US,,Music,Cluster 1,United States,Nov,2005,05-11-2005,Akon,Akon,Music,Akon,19.547945205,5,88.2,365000,4400000,37.09024,-95.712891,22800,273700,4400000,12900000,328239523,917,12900000,100000,1,14.7,39,270663028,6300933122,91240000
AE,,People & Blogs,Cluster 2,United Arab Emirates,Sep,2006,19-09-2006,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,People & Blogs,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,18.676712329,19,36.8,320900,3900000,23.424076,53.847818,20100,240700,3900000,12900000,9770529,918,12900000,100000,1,2.35,169304,8479744,7520379951,80219000
US,,Music,Cluster 1,United States,May,2009,12-05-2009,EnriqueIglesiasVEVO,EnriqueIglesiasVEVO,Music,EnriqueIglesiasVEVO,16.030136986,12,88.2,303100,3600000,37.09024,-95.712891,18900,227300,3600000,12900000,328239523,920,12900000,100000,1,14.7,137,270663028,15446707595,75773000
UA,,Shows,Cluster 4,Ukraine,Jul,2014,17-07-2014,ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,Shows,ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,10.846575342,17,82.7,284500,3400000,48.379433,31.16558,17800,213400,3400000,12900000,44385155,921,12900000,200000,1,8.88,1255,30835699,5585085130,71118000
ID,,Education,Cluster 2,Indonesia,Oct,2016,26-10-2016,The Shiny Peanut,The Shiny Peanut,Education,The Shiny Peanut,8.567123288,26,36.3,3400,40200,-0.789275,113.921327,209,2500,40200,12900000,270203917,922,12900000,200000,1,4.69,2337,151509724,2848466522,837700
GB,,Entertainment,Cluster 4,United Kingdom,Sep,2014,02-09-2014,Talking Angela,Talking Angela,Entertainment,Talking Angela,10.717808219,2,60,111800,1300000,55.378051,-3.435973,7000,83900,1300000,12800000,66834405,923,12800000,200000,1,3.85,233,55908316,3632438963,27957000
IQ,,Comedy,Cluster 2,Iraq,Jan,2016,30-01-2016,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,Comedy,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,9.306849315,30,16.2,141300,1700000,33.223191,43.679291,8800,106000,1700000,12800000,39309783,924,12800000,200000,1,12.82,1727,27783368,5863456698,35336000
ES,,Music,Cluster 1,Spain,Mar,2013,26-03-2013,Duo Tiempo De Sol,Duo Tiempo De Sol,Music,Duo Tiempo De Sol,12.156164384,26,88.9,216000,2600000,40.463667,-3.74922,13500,162000,2600000,12800000,47076781,925,12800000,100000,1,13.96,323,37927409,6662288136,53988000
CA,,Entertainment,Cluster 4,Canada,Apr,2010,09-04-2010,MrSuicideSheep,MrSuicideSheep,Entertainment,MrSuicideSheep,15.120547945,9,68.9,72500,869600,56.130366,-106.346771,4500,54400,869600,12800000,36991981,927,12800000,200000,1,5.56,3483,30628482,6970899521,18118000
US,,Comedy,Cluster 1,United States,Oct,2015,04-10-2015,Adam W,Adam W,Comedy,Adam W,9.630136986,4,88.2,915800,11000000,37.09024,-95.712891,57200,686900,11000000,12800000,328239523,928,12800000,200000,1,14.7,681,270663028,9502983550,228951000
IN,,Education,Cluster 3,India,Apr,2020,23-04-2020,Right to Shiksha,Right to Shiksha,Education,Right to Shiksha,5.073972603,23,28.1,855000,10300000,20.593684,78.96288,53400,641200,10300000,12800000,1366417754,929,12800000,300000,1,5.36,2044,471031528,7876740921,213738000
US,,Music,Cluster 1,United States,Sep,2009,02-09-2009,Beyoncï¿½ï¿½,Beyoncï¿½ï¿½,Music,Beyoncï¿½ï¿½,15.720547945,2,88.2,358300,4300000,37.09024,-95.712891,22400,268700,4300000,12800000,328239523,930,12800000,200000,1,14.7,168,270663028,14185611472,89566000
IN,,Others,Cluster 3,India,Jul,2020,29-07-2020,FACT FIRE KING,FACT FIRE KING,Others,FACT FIRE KING,4.808219178,29,28.1,205200,2500000,20.593684,78.96288,12800,153900,2500000,12700000,1366417754,931,12700000,500000,1,5.36,782,471031528,1159290255,51291000
MX,,Comedy,Cluster 2,Mexico,Oct,2007,19-10-2007,Franco Escamilla,Franco Escamilla,Comedy,Franco Escamilla,17.594520548,19,40.2,309900,3700000,23.634501,-102.552784,19400,232400,3700000,12700000,126014024,933,12700000,100000,1,3.42,2483,102626859,4266957149,77482000
ES,,Music,Cluster 1,Spain,Dec,2013,22-12-2013,Adexe & Nau,Adexe & Nau,Music,Adexe & Nau,11.413698630,22,88.9,40300,484000,40.463667,-3.74922,2500,30200,484000,12700000,47076781,934,12700000,200000,1,13.96,594,37927409,4579773883,10083000
US,,Others,Cluster 1,United States,Nov,2019,07-11-2019,Diana and Roma IND,Diana and Roma IND,Others,Diana and Roma IND,5.534246575,7,88.2,186400,2200000,37.09024,-95.712891,11700,139800,2200000,12700000,328239523,935,12700000,100000,1,14.7,534,270663028,5567832210,46602000
US,,Music,Cluster 1,United States,Nov,2020,07-11-2020,Future AMV's,Future AMV's,Music,Future,4.531506849,7,88.2,1900,22700,37.09024,-95.712891,118,1400,22700,12700000,328239523,937,12700000,1000,1,14.7,119,270663028,9927699419,472367
US,,Entertainment,Cluster 1,United States,Jan,2015,04-01-2015,YoungBoy Never Broke Again,YoungBoy Never Broke Again,Entertainment,YoungBoy Never Broke Again,10.378082192,4,88.2,679900,8200000,37.09024,-95.712891,42500,509900,8200000,12700000,328239523,938,12700000,100000,1,14.7,142,270663028,13174393401,169968000
US,,Howto & Style,Cluster 1,United States,Jun,2017,01-06-2017,Blossom,Blossom,Howto & Style,Blossom,7.969863014,1,88.2,175500,2100000,37.09024,-95.712891,11000,131600,2100000,12700000,328239523,939,12700000,100000,1,14.7,812,270663028,4733873025,43868000
BR,,Gaming,Cluster 1,Brazil,May,2015,13-05-2015,Piuzinho,Piuzinho,Gaming,Piuzinho,10.024657534,13,51.3,14500,173700,-14.235004,-51.92528,905,10900,173700,12700000,212559417,941,12700000,200000,1,12.08,504,183241641,1081285962,3619000
US,,Others,Cluster 1,United States,Dec,2019,02-12-2019,Heidi y Zidane,Heidi y Zidane,Others,Heidi y Zidane,5.465753425,2,88.2,64500,773600,37.09024,-95.712891,4000,48400,773600,12700000,328239523,942,12700000,200000,1,14.7,600,270663028,6001189018,16117000
CO,,People & Blogs,Cluster 4,Colombia,Dec,2015,03-12-2015,Go Ami Go!,Go Ami Go!,People & Blogs,Go Ami Go!,9.465753425,3,55.3,1300000,15700000,4.570868,-74.297333,81900,982800,15700000,12700000,50339443,943,12700000,1500000,1,9.71,252,40827302,1714955279,327600000
GB,,Gaming,Cluster 4,United Kingdom,Jun,2014,10-06-2014,Morgz,Morgz,Gaming,Morgz,10.947945205,10,60,235400,2800000,55.378051,-3.435973,14700,176500,2800000,12600000,66834405,944,12600000,100000,1,3.85,825,55908316,3303595310,58838000
US,,People & Blogs,Cluster 1,United States,Feb,2010,15-02-2010,CaseyNeistat,CaseyNeistat,People & Blogs,CaseyNeistat,15.265753425,15,88.2,23800,285700,37.09024,-95.712891,1500,17900,285700,12600000,328239523,945,12600000,100000,1,14.7,1101,270663028,3152402405,5952000
KR,,People & Blogs,Cluster 4,South Korea,Nov,2012,05-11-2012,ýýýýýýýýýSULGI,ýýýýýýýýýSULGI,People & Blogs,ýýýýýýýýýSULGI,12.542465753,5,94.3,452500,5400000,35.907757,127.766922,28300,339400,5400000,12600000,51709098,946,12600000,300000,1,4.15,683,42106719,3485373675,113132000
US,,Music,Cluster 1,United States,Apr,2010,01-04-2010,NickiMinajAtVEVO,NickiMinajAtVEVO,Music,NickiMinajAtVEVO,15.142465753,1,88.2,140100,1700000,37.09024,-95.712891,8800,105100,1700000,12600000,328239523,947,12600000,200000,1,14.7,99,270663028,8831179714,35027000
GB,,Music,Cluster 4,United Kingdom,Jan,2007,29-01-2007,Ellie Goulding,Ellie Goulding,Music,Ellie Goulding,18.315068493,29,60,146700,1800000,55.378051,-3.435973,9200,110000,1800000,12600000,66834405,948,12600000,200000,1,3.85,218,55908316,6969178081,36681000
GB,,Entertainment,Cluster 4,United Kingdom,Nov,2006,15-11-2006,colinfurze,colinfurze,Entertainment,colinfurze,18.520547945,15,60,33900,407200,55.378051,-3.435973,2100,25400,407200,12500000,66834405,949,12500000,200000,1,3.85,385,55908316,1612094871,8482000
US,,Entertainment,Cluster 1,United States,Jul,2013,30-07-2013,People Vs Food,People Vs Food,Entertainment,People Vs Food,11.810958904,30,88.2,61400,736300,37.09024,-95.712891,3800,46000,736300,12500000,328239523,950,12500000,200000,1,14.7,601,270663028,1136534702,15340000
US,,Others,Cluster 1,United States,Oct,2019,21-10-2019,Wolfoo Family,Wolfoo Family,Others,Wolfoo Family,5.580821918,21,88.2,0,0,37.09024,-95.712891,0,0,0,12500000,328239523,951,12500000,200000,1,14.7,61,270663028,161254021,757789000
IN,,Howto & Style,Cluster 3,India,Sep,2016,25-09-2016,Health Time,Health Time,Howto & Style,Health Time,8.652054795,25,28.1,5600,66900,20.593684,78.96288,349,4200,66900,12500000,1366417754,953,12500000,200000,1,5.36,1810,471031528,1002219689,1395000
MX,,Gaming,Cluster 2,Mexico,Jan,2014,22-01-2014,Yair17,Yair17,Gaming,Yair17,11.328767123,22,40.2,35500,425700,23.634501,-102.552784,2200,26600,425700,12500000,126014024,954,12500000,200000,1,3.42,1109,102626859,1402042328,8869000
ES,,Education,Cluster 1,Spain,Jun,2014,06-06-2014,Little Baby Bum en Espaï¿½ï,Little Baby Bum en Espaï¿½ï,Education,Little Baby Bum en Espaï¿½ï,10.958904110,6,88.9,65300,783300,40.463667,-3.74922,4100,49000,783300,12500000,47076781,955,12500000,200000,1,13.96,1459,37927409,6956320454,16319000
US,,Howto & Style,Cluster 1,United States,Feb,2014,28-02-2014,First We Feast,First We Feast,Howto & Style,First We Feast,11.227397260,28,88.2,445000,5300000,37.09024,-95.712891,27800,333800,5300000,12500000,328239523,956,12500000,200000,1,14.7,1076,270663028,2983799729,111252000
MX,,Travel & Events,Cluster 2,Mexico,Jul,2015,06-07-2015,Mï¿½ï¿½ï¿½ï¿½,Mï¿½ï¿½ï¿½ï¿½,Travel & Events,Mï¿½ï¿½ï¿½ï¿½,9.876712329,6,40.2,124000,1500000,23.634501,-102.552784,7800,93000,1500000,12500000,126014024,957,12500000,200000,1,3.42,766,102626859,3140883140,31007000
US,,Others,Cluster 1,United States,Mar,2022,30-03-2022,Bebefinn - Nursery Rhymes & Kids Songs,Bebefinn - Nursery Rhymes & Kids Songs,Others,Bebefinn - Nursery Rhymes & Kids Songs,3.139726027,30,88.2,0,0,37.09024,-95.712891,0,0,0,12500000,328239523,958,12500000,500000,1,14.7,322,270663028,4163639093,565459000
BR,,Entertainment,Cluster 1,Brazil,May,2011,13-05-2011,Parafernalha,Parafernalha,Entertainment,Parafernalha,14.027397260,13,51.3,28600,343600,-14.235004,-51.92528,1800,21500,343600,12500000,212559417,960,12500000,200000,1,12.08,1888,183241641,4625777945,7158000
IN,,Entertainment,Cluster 3,India,May,2006,08-05-2006,NDTV,NDTV,Entertainment,NDTV,19.043835616,8,28.1,234100,2800000,20.593684,78.96288,14600,175600,2800000,12500000,1366417754,961,12500000,100000,1,5.36,151136,471031528,4935793409,58527000
MX,,Music,Cluster 2,Mexico,Nov,2008,27-11-2008,elcarteldesantatv,elcarteldesantatv,Music,elcarteldesantatv,16.484931507,27,40.2,463500,5600000,23.634501,-102.552784,29000,347600,5600000,12500000,126014024,962,12500000,100000,1,3.42,377,102626859,7489455451,115881000
IN,,Entertainment,Cluster 3,India,Jan,2017,18-01-2017,Family Fitness,Family Fitness,Entertainment,Family Fitness,8.336986301,18,28.1,942900,11300000,20.593684,78.96288,58900,707100,11300000,12500000,1366417754,963,12500000,400000,1,5.36,1699,471031528,10384848759,235715000
IN,,Entertainment,Cluster 3,India,Aug,2008,26-08-2008,Zee Tamil,Zee Tamil,Entertainment,Zee Tamil,16.739726027,26,28.1,1400000,16800000,20.593684,78.96288,87500,1000000,16800000,12500000,1366417754,964,12500000,200000,1,5.36,102699,471031528,11552190002,349940000
IN,,Entertainment,Cluster 3,India,Aug,2015,19-08-2015,Flowers Comedy,Flowers Comedy,Entertainment,Flowers Comedy,9.756164384,19,28.1,720100,8600000,20.593684,78.96288,45000,540100,8600000,12500000,1366417754,965,12500000,100000,1,5.36,11907,471031528,11691081301,180021000
BR,,Music,Cluster 1,Brazil,Sep,2011,29-09-2011,Mundo Bita,Mundo Bita,Music,Mundo Bita,13.646575342,29,51.3,854800,10300000,-14.235004,-51.92528,53400,641100,10300000,12500000,212559417,966,12500000,100000,1,12.08,253,183241641,16690788752,213700000
IN,,Music,Cluster 3,India,Apr,2011,19-04-2011,Wave Music Bhakti,Wave Music Bhakti,Music,Wave Music Bhakti,14.093150685,19,28.1,44300,531800,20.593684,78.96288,2800,33200,531800,12500000,1366417754,967,12500000,200000,1,5.36,19899,471031528,5146004207,11079000
IN,,Comedy,Cluster 3,India,Feb,2018,20-02-2018,CKM,CKM,Comedy,CKM,7.246575342,20,28.1,52600,630800,20.593684,78.96288,3300,39400,630800,12500000,1366417754,969,12500000,200000,1,5.36,117,471031528,4465772496,13142000
PK,,Science & Technology,Cluster 2,Pakistan,Apr,2022,23-04-2022,Mr_Mughall Gaming,Mr_Mughall Gaming,Science & Technology,Quantum Tech HD,3.073972603,23,9,35,419,30.375321,69.345116,2,26,419,12500000,216565318,970,12500000,32,1,4.45,223,79927762,4340213066,8721
US,,Comedy,Cluster 1,United States,Mar,2019,24-03-2019,_vector_,_vector_,Comedy,_vector_,6.158904110,24,88.2,3600000,43400000,37.09024,-95.712891,225900,2700000,43400000,12400000,328239523,971,12400000,1200000,1,14.7,398,270663028,7597013023,903672000
IN,,Others,Cluster 3,India,Sep,2012,29-09-2012,DEV Ke Facts,DEV Ke Facts,Others,DEV Ke Facts,12.643835616,29,28.1,1100000,13100000,20.593684,78.96288,68400,821000,13100000,12400000,1366417754,972,12400000,600000,1,5.36,218,471031528,1971226335,273670000
US,,Gaming,Cluster 1,United States,Jan,2006,04-01-2006,WatchLOUD,WatchLOUD,Gaming,LOUD,19.383561644,4,88.2,110,1300,37.09024,-95.712891,7,83,1300,12400000,328239523,974,12400000,200000,1,14.7,690,270663028,2394143260,27596
MX,,People & Blogs,Cluster 2,Mexico,Aug,2014,30-08-2014,Gibby :),Gibby :),People & Blogs,Gibby :),10.726027397,30,40.2,41100,493300,23.634501,-102.552784,2600,30800,493300,12400000,126014024,975,12400000,200000,1,3.42,226,102626859,2862685032,10278000
BR,,Comedy,Cluster 1,Brazil,Aug,2010,24-08-2010,GustavoParodias,GustavoParodias,Comedy,Gustavo Parï¿½ï¿½,14.745205479,24,51.3,0,0,-14.235004,-51.92528,0,0,0,12400000,212559417,976,12400000,200000,1,12.08,9,183241641,2602614088,71118000
ID,,Entertainment,Cluster 2,Indonesia,Apr,2012,28-04-2012,SAAIHALILINTAR,SAAIHALILINTAR,Entertainment,SAAIHALILINTAR,13.065753425,28,36.3,3200,38700,-0.789275,113.921327,202,2400,38700,12400000,270203917,977,12400000,200000,1,4.69,409,151509724,1113066203,806075
ES,,Gaming,Cluster 1,Spain,Jun,2012,16-06-2012,Timba Vk,Timba Vk,Gaming,Timba Vk,12.931506849,16,88.9,96100,1200000,40.463667,-3.74922,6000,72100,1200000,12400000,47076781,978,12400000,100000,1,13.96,1024,37927409,2840137980,24022000
CA,,Entertainment,Cluster 4,Canada,Nov,2015,24-11-2015,Heidi and Zidane HZHtube,Heidi and Zidane HZHtube,Entertainment,Heidi and Zidane HZHtube,9.490410959,24,68.9,38400,460600,56.130366,-106.346771,2400,28800,460600,12400000,36991981,979,12400000,200000,1,5.56,813,30628482,4021409291,9595000
ES,,Gaming,Cluster 1,Spain,Oct,2012,29-10-2012,DaniRep | +6 Vï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,DaniRep | +6 Vï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,Gaming,DaniRep | +6 Vï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,12.561643836,29,88.9,330600,4000000,40.463667,-3.74922,20700,247900,4000000,12400000,47076781,980,12400000,100000,1,13.96,12419,37927409,6933660906,82648000
IN,,Film & Animation,Cluster 3,India,Jul,2012,06-07-2012,Zee Kids,Zee Kids,Film & Animation,Zee Kids,12.876712329,6,28.1,380700,4600000,20.593684,78.96288,23800,285500,4600000,12400000,1366417754,981,12400000,100000,1,5.36,1212,471031528,7683670251,95163000
IN,,People & Blogs,Cluster 3,India,Nov,2018,26-11-2018,Pari's Lifestyle,Pari's Lifestyle,People & Blogs,Pari's Lifestyle,6.482191781,26,28.1,152700,1800000,20.593684,78.96288,9500,114500,1800000,12400000,1366417754,982,12400000,200000,1,5.36,459,471031528,7741764747,38165000
GB,,Music,Cluster 4,United Kingdom,Dec,2007,06-12-2007,DisneyChannelUK,DisneyChannelUK,Music,DisneyChannelUK,17.463013699,6,60,139000,1700000,55.378051,-3.435973,8700,104300,1700000,12400000,66834405,983,12400000,200000,1,3.85,4422,55908316,12607488647,34758000
US,,Comedy,Cluster 1,United States,May,2016,10-05-2016,MoniLinaFamily,MoniLinaFamily,Comedy,MoniLina,9.030136986,10,88.2,0,0,37.09024,-95.712891,0,0,0,12400000,328239523,984,12400000,100,1,14.7,0,270663028,16086808918,71118000
IN,,Howto & Style,Cluster 3,India,Aug,2016,10-08-2016,bharatzkitchen HINDI,bharatzkitchen HINDI,Howto & Style,bharatzkitchen HINDI,8.778082192,10,28.1,123900,1500000,20.593684,78.96288,7700,92900,1500000,12400000,1366417754,985,12400000,100000,1,5.36,729,471031528,2315226648,30968000
US,,Music,Cluster 1,United States,Oct,2005,08-10-2005,Avril Lavigne,Avril Lavigne,Music,Avril Lavigne,19.624657534,8,88.2,200800,2400000,37.09024,-95.712891,12500,150600,2400000,12400000,328239523,988,12400000,200000,1,14.7,205,270663028,6202090191,50188000
US,,Education,Cluster 1,United States,Apr,2016,06-04-2016,Caylus,Caylus,Education,Caylus,9.123287671,6,88.2,710400,8500000,37.09024,-95.712891,44400,532800,8500000,12400000,328239523,989,12400000,400000,1,14.7,1340,270663028,4779139505,177600000
US,,Music,Cluster 1,United States,Jan,2012,17-01-2012,Migos ATL,Migos ATL,Music,Migos ATL,13.345205479,17,88.2,197600,2400000,37.09024,-95.712891,12400,148200,2400000,12400000,328239523,990,12400000,100000,1,14.7,99,270663028,6993406259,49412000
BR,,Sports,Cluster 1,Brazil,Feb,2017,12-02-2017,Natan por Aï¿,Natan por Aï¿,Sports,Natan por Aï¿,8.268493151,12,51.3,2200000,26500000,-14.235004,-51.92528,138100,1700000,26500000,12300000,212559417,991,12300000,700000,1,12.08,1200,183241641,9029609749,552513000
IN,,People & Blogs,Cluster 3,India,Sep,2018,14-09-2018,Free Fire India Official,Free Fire India Official,People & Blogs,Free Fire India Official,6.682191781,14,28.1,258900,3100000,20.593684,78.96288,16200,194200,3100000,12300000,1366417754,992,12300000,300000,1,5.36,1500,471031528,1674409945,64735000
GB,,Others,Cluster 4,United Kingdom,Sep,2006,11-09-2006,HybridPanda,HybridPanda,Others,Panda,18.698630137,11,60,268,3200,55.378051,-3.435973,17,201,3200,12300000,66834405,993,12300000,1000,1,3.85,2452,55908316,2214684303,67035
